线路,方向,起点,终点,客流量
G3路,上行,平川公园,新昌客运中心,0.7
G3路,上行,平川公园,新龙实业,1.0
G3路,上行,平川公园,三花股份,1.2
G3路,上行,平川公园,西郊中学,0.8
G3路,上行,甘棠村口,大明市学校,0.6
G3路,上行,甘棠村口,新昌客运中心,1.2
G3路,上行,甘棠村口,塔山村,0.5
G3路,上行,甘棠村口,新龙实业,1.6
G3路,上行,甘棠村口,三花股份,2.0
G3路,上行,甘棠村口,西郊中学,1.3
G3路,上行,大明市学校,新昌客运中心,1.9
G3路,上行,大明市学校,塔山村口,0.5
G3路,上行,大明市学校,塔山村,0.9
G3路,上行,大明市学校,新龙实业,2.7
G3路,上行,大明市学校,三花集团,0.8
G3路,上行,大明市学校,三花股份,3.3
G3路,上行,大明市学校,西郊中学,2.2
G3路,上行,嵊州新昌站,新昌客运中心,0.7
G3路,上行,嵊州新昌站,新龙实业,1.0
G3路,上行,嵊州新昌站,三花股份,1.2
G3路,上行,嵊州新昌站,西郊中学,0.8
G3路,上行,新柴股份（金星村）,新龙实业,0.6
G3路,上行,新柴股份（金星村）,三花股份,0.7
G3路,上行,新柴股份（金星村）,西郊中学,0.5
G3路,上行,万丰后溪,新昌客运中心,0.6
G3路,上行,万丰后溪,新龙实业,0.8
G3路,上行,万丰后溪,三花股份,1.0
G3路,上行,万丰后溪,西郊中学,0.7
G3路,上行,新昌客运中心,塔山村口,1.2
G3路,上行,新昌客运中心,塔山村,2.1
G3路,上行,新昌客运中心,新龙实业,6.3
G3路,上行,新昌客运中心,三花公寓,0.5
G3路,上行,新昌客运中心,三花集团,1.9
G3路,上行,新昌客运中心,三花股份,7.7
G3路,上行,新昌客运中心,西郊中学,5.2
G3路,上行,石柱湾,三花股份,0.6
G3路,上行,新和成,三花股份,0.6
G3路,上行,塔山村口,塔山村,0.6
G3路,上行,塔山村口,新龙实业,1.8
G3路,上行,塔山村口,三花集团,0.6
G3路,上行,塔山村口,三花股份,2.2
G3路,上行,塔山村口,西郊中学,1.5
G3路,上行,塔山村,新龙实业,3.4
G3路,上行,塔山村,三花集团,1.0
G3路,上行,塔山村,三花股份,4.2
G3路,上行,塔山村,西郊中学,2.9
G3路,上行,新龙实业,三花公寓,1.2
G3路,上行,新龙实业,三花集团,4.4
G3路,上行,新龙实业,三花股份,17.6
G3路,上行,新龙实业,西郊中学,12.0
G3路,上行,三花公寓,三花股份,1.6
G3路,上行,三花公寓,西郊中学,1.1
G3路,上行,三花集团,三花股份,6.5
G3路,上行,三花集团,西郊中学,4.5
G3路,上行,三花股份,西郊中学,44.0
G3路,下行,枫家潭路口,西镇路,0.7
G3路,下行,枫家潭路口,横街电信大楼,1.0
G3路,下行,枫家潭路口,上求庙,0.8
G3路,下行,枫家潭路口,石溪,0.8
G3路,下行,丁家园,横街电信大楼,0.6
G3路,下行,丁家园,石溪,0.5
G3路,下行,大明泽府,西镇路,1.7
G3路,下行,大明泽府,上礼泉,0.6
G3路,下行,大明泽府,协和医院（消防大队）,0.8
G3路,下行,大明泽府,万丰后溪,0.9
G3路,下行,大明泽府,横街电信大楼,2.4
G3路,下行,大明泽府,上求庙,1.9
G3路,下行,大明泽府,石溪,2.0
G3路,下行,大明泽府,望师岭,0.6
G3路,下行,大明泽府,上三线南口,0.7
G3路,下行,大明泽府,盘龙里,0.9
G3路,下行,大明泽府,兴南路口,1.0
G3路,下行,大明泽府,五丰,0.6
G3路,下行,新轴实业,西镇路,0.7
G3路,下行,新轴实业,横街电信大楼,1.0
G3路,下行,新轴实业,上求庙,0.8
G3路,下行,新轴实业,石溪,0.8
G3路,下行,南明菜场,西镇路,0.8
G3路,下行,南明菜场,横街电信大楼,1.2
G3路,下行,南明菜场,上求庙,0.9
G3路,下行,南明菜场,石溪,1.0
G3路,下行,南明菜场,兴南路口,0.5
G3路,下行,实验中学,西镇路,1.5
G3路,下行,实验中学,上礼泉,0.5
G3路,下行,实验中学,协和医院（消防大队）,0.7
G3路,下行,实验中学,万丰后溪,0.8
G3路,下行,实验中学,横街电信大楼,2.1
G3路,下行,实验中学,上求庙,1.7
G3路,下行,实验中学,石溪,1.7
G3路,下行,实验中学,望师岭,0.5
G3路,下行,实验中学,上三线南口,0.6
G3路,下行,实验中学,盘龙里,0.8
G3路,下行,实验中学,兴南路口,0.9
G3路,下行,南街碳水王国,西镇路,0.6
G3路,下行,南街碳水王国,横街电信大楼,0.8
G3路,下行,南街碳水王国,上求庙,0.6
G3路,下行,南街碳水王国,石溪,0.7
G3路,下行,文化中心,西镇路,0.6
G3路,下行,文化中心,横街电信大楼,0.8
G3路,下行,文化中心,上求庙,0.6
G3路,下行,文化中心,石溪,0.7
G3路,下行,新昌宾馆,横街电信大楼,0.7
G3路,下行,新昌宾馆,上求庙,0.5
G3路,下行,新昌宾馆,石溪,0.6
G3路,下行,西镇路,城西大桥、兔毛市场,1.1
G3路,下行,西镇路,上礼泉,2.5
G3路,下行,西镇路,上礼泉农贸市场,1.4
G3路,下行,西镇路,协和医院（消防大队）,3.3
G3路,下行,西镇路,石柱湾,0.9
G3路,下行,西镇路,新昌客运中心,0.5
G3路,下行,西镇路,万丰后溪,3.8
G3路,下行,西镇路,新柴股份（北）,0.9
G3路,下行,西镇路,横街电信大楼,9.8
G3路,下行,西镇路,棣山新村,0.5
G3路,下行,西镇路,金城花园,0.9
G3路,下行,西镇路,农副产品交易物流中心,1.1
G3路,下行,西镇路,上求庙,7.7
G3路,下行,西镇路,石溪,8.0
G3路,下行,西镇路,望师岭,2.4
G3路,下行,西镇路,南站,2.0
G3路,下行,西镇路,上三线南口,2.7
G3路,下行,西镇路,南泥湾下村,0.6
G3路,下行,西镇路,南泥湾,1.6
G3路,下行,西镇路,盘龙里,3.7
G3路,下行,西镇路,兴南路口,4.3
G3路,下行,西镇路,五丰,2.3
G3路,下行,城西大桥、兔毛市场,协和医院（消防大队）,0.6
G3路,下行,城西大桥、兔毛市场,万丰后溪,0.7
G3路,下行,城西大桥、兔毛市场,横街电信大楼,1.7
G3路,下行,城西大桥、兔毛市场,上求庙,1.3
G3路,下行,城西大桥、兔毛市场,石溪,1.4
G3路,下行,城西大桥、兔毛市场,盘龙里,0.6
G3路,下行,城西大桥、兔毛市场,兴南路口,0.7
G3路,下行,上礼泉,上礼泉农贸市场,0.5
G3路,下行,上礼泉,协和医院（消防大队）,1.3
G3路,下行,上礼泉,万丰后溪,1.5
G3路,下行,上礼泉,横街电信大楼,3.8
G3路,下行,上礼泉,上求庙,3.0
G3路,下行,上礼泉,石溪,3.1
G3路,下行,上礼泉,望师岭,0.9
G3路,下行,上礼泉,南站,0.8
G3路,下行,上礼泉,上三线南口,1.1
G3路,下行,上礼泉,南泥湾,0.6
G3路,下行,上礼泉,盘龙里,1.5
G3路,下行,上礼泉,兴南路口,1.7
G3路,下行,上礼泉,五丰,0.9
G3路,下行,上礼泉农贸市场,协和医院（消防大队）,0.7
G3路,下行,上礼泉农贸市场,万丰后溪,0.8
G3路,下行,上礼泉农贸市场,横街电信大楼,2.1
G3路,下行,上礼泉农贸市场,上求庙,1.7
G3路,下行,上礼泉农贸市场,石溪,1.7
G3路,下行,上礼泉农贸市场,望师岭,0.5
G3路,下行,上礼泉农贸市场,上三线南口,0.6
G3路,下行,上礼泉农贸市场,盘龙里,0.8
G3路,下行,上礼泉农贸市场,兴南路口,0.9
G3路,下行,协和医院（消防大队）,石柱湾,0.5
G3路,下行,协和医院（消防大队）,万丰后溪,2.2
G3路,下行,协和医院（消防大队）,新柴股份（北）,0.5
G3路,下行,协和医院（消防大队）,横街电信大楼,5.5
G3路,下行,协和医院（消防大队）,金城花园,0.5
G3路,下行,协和医院（消防大队）,农副产品交易物流中心,0.6
G3路,下行,协和医院（消防大队）,上求庙,4.3
G3路,下行,协和医院（消防大队）,石溪,4.5
G3路,下行,协和医院（消防大队）,望师岭,1.4
G3路,下行,协和医院（消防大队）,南站,1.1
G3路,下行,协和医院（消防大队）,上三线南口,1.5
G3路,下行,协和医院（消防大队）,南泥湾,0.9
G3路,下行,协和医院（消防大队）,盘龙里,2.1
G3路,下行,协和医院（消防大队）,兴南路口,2.4
G3路,下行,协和医院（消防大队）,五丰,1.3
G3路,下行,新龙实业,横街电信大楼,0.5
G3路,下行,塔山村,横街电信大楼,0.5
G3路,下行,石柱湾,万丰后溪,0.6
G3路,下行,石柱湾,横街电信大楼,1.6
G3路,下行,石柱湾,上求庙,1.3
G3路,下行,石柱湾,石溪,1.3
G3路,下行,石柱湾,盘龙里,0.6
G3路,下行,石柱湾,兴南路口,0.7
G3路,下行,新昌客运中心,横街电信大楼,0.9
G3路,下行,新昌客运中心,上求庙,0.7
G3路,下行,新昌客运中心,石溪,0.7
G3路,下行,万丰后溪,新柴股份（北）,0.7
G3路,下行,万丰后溪,横街电信大楼,7.2
G3路,下行,万丰后溪,金城花园,0.7
G3路,下行,万丰后溪,农副产品交易物流中心,0.8
G3路,下行,万丰后溪,上求庙,5.7
G3路,下行,万丰后溪,石溪,5.9
G3路,下行,万丰后溪,望师岭,1.8
G3路,下行,万丰后溪,南站,1.5
G3路,下行,万丰后溪,上三线南口,2.0
G3路,下行,万丰后溪,南泥湾,1.2
G3路,下行,万丰后溪,盘龙里,2.8
G3路,下行,万丰后溪,兴南路口,3.2
G3路,下行,万丰后溪,五丰,1.7
G3路,下行,新柴股份（北）,横街电信大楼,1.8
G3路,下行,新柴股份（北）,上求庙,1.4
G3路,下行,新柴股份（北）,石溪,1.5
G3路,下行,新柴股份（北）,盘龙里,0.7
G3路,下行,新柴股份（北）,兴南路口,0.8
G3路,下行,横街电信大楼,棣山新村,1.3
G3路,下行,横街电信大楼,棣山村,0.5
G3路,下行,横街电信大楼,金城花园,2.3
G3路,下行,横街电信大楼,农副产品交易物流中心,2.8
G3路,下行,横街电信大楼,上求庙,18.5
G3路,下行,横街电信大楼,石溪,19.3
G3路,下行,横街电信大楼,望师岭,5.8
G3路,下行,横街电信大楼,南站,4.8
G3路,下行,横街电信大楼,官塘头,0.8
G3路,下行,横街电信大楼,上三线南口,6.5
G3路,下行,横街电信大楼,南泥湾下村,1.5
G3路,下行,横街电信大楼,南泥湾,3.8
G3路,下行,横街电信大楼,盘龙里,9.0
G3路,下行,横街电信大楼,兴南路口,10.3
G3路,下行,横街电信大楼,五丰,5.5
G3路,下行,棣山新村,上求庙,1.0
G3路,下行,棣山新村,石溪,1.0
G3路,下行,棣山新村,兴南路口,0.6
G3路,下行,金城花园,上求庙,1.9
G3路,下行,金城花园,石溪,1.9
G3路,下行,金城花园,望师岭,0.6
G3路,下行,金城花园,上三线南口,0.7
G3路,下行,金城花园,盘龙里,0.9
G3路,下行,金城花园,兴南路口,1.0
G3路,下行,金城花园,五丰,0.6
G3路,下行,农副产品交易物流中心,上求庙,2.4
G3路,下行,农副产品交易物流中心,石溪,2.5
G3路,下行,农副产品交易物流中心,望师岭,0.7
G3路,下行,农副产品交易物流中心,南站,0.6
G3路,下行,农副产品交易物流中心,上三线南口,0.8
G3路,下行,农副产品交易物流中心,盘龙里,1.1
G3路,下行,农副产品交易物流中心,兴南路口,1.3
G3路,下行,农副产品交易物流中心,五丰,0.7
G3路,下行,上求庙,石溪,21.0
G3路,下行,上求庙,望师岭,6.3
G3路,下行,上求庙,南站,5.2
G3路,下行,上求庙,官塘头,0.8
G3路,下行,上求庙,上三线南口,7.1
G3路,下行,上求庙,南泥湾下村,1.6
G3路,下行,上求庙,南泥湾,4.1
G3路,下行,上求庙,盘龙里,9.8
G3路,下行,上求庙,兴南路口,11.2
G3路,下行,上求庙,五丰,6.0
G3路,下行,石溪,望师岭,9.2
G3路,下行,石溪,南站,7.6
G3路,下行,石溪,官塘头,1.2
G3路,下行,石溪,上三线南口,10.4
G3路,下行,石溪,南泥湾下村,2.4
G3路,下行,石溪,南泥湾,6.0
G3路,下行,石溪,盘龙里,14.4
G3路,下行,石溪,兴南路口,16.4
G3路,下行,石溪,五丰,8.8
G3路,下行,望师岭,南站,2.6
G3路,下行,望师岭,上三线南口,3.5
G3路,下行,望师岭,南泥湾下村,0.8
G3路,下行,望师岭,南泥湾,2.0
G3路,下行,望师岭,盘龙里,4.9
G3路,下行,望师岭,兴南路口,5.5
G3路,下行,望师岭,五丰,3.0
G3路,下行,南站,上三线南口,3.3
G3路,下行,南站,南泥湾下村,0.8
G3路,下行,南站,南泥湾,1.9
G3路,下行,南站,盘龙里,4.5
G3路,下行,南站,兴南路口,5.2
G3路,下行,南站,五丰,2.8
G3路,下行,官塘头,上三线南口,0.5
G3路,下行,官塘头,盘龙里,0.7
G3路,下行,官塘头,兴南路口,0.8
G3路,下行,上三线南口,南泥湾下村,1.3
G3路,下行,上三线南口,南泥湾,3.2
G3路,下行,上三线南口,盘龙里,7.7
G3路,下行,上三线南口,兴南路口,8.7
G3路,下行,上三线南口,五丰,4.7
G3路,下行,南泥湾下村,南泥湾,0.8
G3路,下行,南泥湾下村,盘龙里,1.9
G3路,下行,南泥湾下村,兴南路口,2.1
G3路,下行,南泥湾下村,五丰,1.1
G3路,下行,南泥湾,盘龙里,5.3
G3路,下行,南泥湾,兴南路口,6.1
G3路,下行,南泥湾,五丰,3.3
G3路,下行,盘龙里,兴南路口,22.7
G3路,下行,盘龙里,金市路口,0.6
G3路,下行,盘龙里,五丰,12.2
G3路,下行,盘龙里,棣和园（临时站）,0.6
G3路,下行,兴南路口,金市路口,1.7
G3路,下行,兴南路口,五丰,37.6
G3路,下行,兴南路口,棣和园（临时站）,1.7
G3路,下行,五丰,棣和园（临时站）,22.0
G4路,上行,棣山新村,金城花园,0.7
G4路,上行,棣山新村,甘棠村口,1.1
G4路,上行,棣山新村,阳光福利中心路口,0.6
G4路,上行,棣山新村,城东加油站,2.1
G4路,上行,棣山新村,城东医院,3.5
G4路,上行,棣山新村,嵊州新昌站,0.5
G4路,上行,棣山新村,东联菜场,1.9
G4路,上行,棣山新村,鼓山公园,1.3
G4路,上行,棣山新村,实验中学,1.6
G4路,上行,棣山新村,城东综合市场,0.8
G4路,上行,棣山新村,南明小学,2.1
G4路,上行,棣山新村,钟楼菜场（南）,2.1
G4路,上行,棣山新村,人民医院（北）,2.3
G4路,上行,棣山新村,工商银行,0.7
G4路,上行,棣山新村,西环岛,1.2
G4路,上行,棣山新村,中医院（北）,1.1
G4路,上行,棣山新村,上三溪村（南）,0.6
G4路,上行,棣山新村,人才公寓（南）,0.7
G4路,上行,棣山新村,南瑞学校,0.7
G4路,上行,棣山新村,翡翠山,1.3
G4路,上行,棣山新村,万丰后溪,1.1
G4路,上行,棣山新村,新柴股份（东）,0.6
G4路,上行,棣山新村,达利丝绸,1.6
G4路,上行,棣山新村,桥里,1.6
G4路,上行,棣山新村,南街碳水王国,2.7
G4路,上行,棣山新村,南明花园,0.7
G4路,上行,棣山村,城东加油站,0.7
G4路,上行,棣山村,城东医院,1.2
G4路,上行,棣山村,东联菜场,0.7
G4路,上行,棣山村,实验中学,0.5
G4路,上行,棣山村,南明小学,0.7
G4路,上行,棣山村,钟楼菜场（南）,0.7
G4路,上行,棣山村,人民医院（北）,0.8
G4路,上行,棣山村,达利丝绸,0.5
G4路,上行,棣山村,桥里,0.5
G4路,上行,棣山村,南街碳水王国,0.9
G4路,上行,金城花园,甘棠村口,0.5
G4路,上行,金城花园,城东加油站,1.0
G4路,上行,金城花园,城东医院,1.7
G4路,上行,金城花园,东联菜场,0.9
G4路,上行,金城花园,鼓山公园,0.6
G4路,上行,金城花园,实验中学,0.8
G4路,上行,金城花园,南明小学,1.0
G4路,上行,金城花园,钟楼菜场（南）,1.0
G4路,上行,金城花园,人民医院（北）,1.1
G4路,上行,金城花园,西环岛,0.6
G4路,上行,金城花园,中医院（北）,0.5
G4路,上行,金城花园,翡翠山,0.6
G4路,上行,金城花园,万丰后溪,0.5
G4路,上行,金城花园,达利丝绸,0.8
G4路,上行,金城花园,桥里,0.8
G4路,上行,金城花园,南街碳水王国,1.3
G4路,上行,甘棠村口,城东加油站,1.7
G4路,上行,甘棠村口,城东医院,2.7
G4路,上行,甘棠村口,东联菜场,1.5
G4路,上行,甘棠村口,鼓山公园,1.1
G4路,上行,甘棠村口,实验中学,1.3
G4路,上行,甘棠村口,城东综合市场,0.6
G4路,上行,甘棠村口,南明小学,1.7
G4路,上行,甘棠村口,钟楼菜场（南）,1.7
G4路,上行,甘棠村口,人民医院（北）,1.8
G4路,上行,甘棠村口,工商银行,0.5
G4路,上行,甘棠村口,西环岛,1.0
G4路,上行,甘棠村口,中医院（北）,0.9
G4路,上行,甘棠村口,人才公寓（南）,0.5
G4路,上行,甘棠村口,南瑞学校,0.6
G4路,上行,甘棠村口,翡翠山,1.0
G4路,上行,甘棠村口,万丰后溪,0.9
G4路,上行,甘棠村口,达利丝绸,1.3
G4路,上行,甘棠村口,桥里,1.3
G4路,上行,甘棠村口,南街碳水王国,2.1
G4路,上行,甘棠村口,南明花园,0.5
G4路,上行,平川公园,城东加油站,0.7
G4路,上行,平川公园,城东医院,1.1
G4路,上行,平川公园,东联菜场,0.6
G4路,上行,平川公园,实验中学,0.5
G4路,上行,平川公园,南明小学,0.7
G4路,上行,平川公园,钟楼菜场（南）,0.7
G4路,上行,平川公园,人民医院（北）,0.8
G4路,上行,平川公园,达利丝绸,0.5
G4路,上行,平川公园,桥里,0.5
G4路,上行,平川公园,南街碳水王国,0.9
G4路,上行,阳光福利中心路口,城东加油站,0.9
G4路,上行,阳光福利中心路口,城东医院,1.5
G4路,上行,阳光福利中心路口,东联菜场,0.8
G4路,上行,阳光福利中心路口,鼓山公园,0.6
G4路,上行,阳光福利中心路口,实验中学,0.7
G4路,上行,阳光福利中心路口,南明小学,0.9
G4路,上行,阳光福利中心路口,钟楼菜场（南）,0.9
G4路,上行,阳光福利中心路口,人民医院（北）,1.0
G4路,上行,阳光福利中心路口,西环岛,0.5
G4路,上行,阳光福利中心路口,翡翠山,0.5
G4路,上行,阳光福利中心路口,达利丝绸,0.7
G4路,上行,阳光福利中心路口,桥里,0.7
G4路,上行,阳光福利中心路口,南街碳水王国,1.1
G4路,上行,城东加油站,城东医院,5.8
G4路,上行,城东加油站,湖莲潭,0.8
G4路,上行,城东加油站,嵊州新昌站,0.9
G4路,上行,城东加油站,东联菜场,3.2
G4路,上行,城东加油站,鼓山公园,2.2
G4路,上行,城东加油站,实验中学,2.7
G4路,上行,城东加油站,城东综合市场,1.3
G4路,上行,城东加油站,南明小学,3.5
G4路,上行,城东加油站,钟楼菜场（南）,3.6
G4路,上行,城东加油站,人民医院（北）,3.8
G4路,上行,城东加油站,工商银行,1.1
G4路,上行,城东加油站,西环岛,2.0
G4路,上行,城东加油站,七星综合市场,0.7
G4路,上行,城东加油站,七星一村（北）,0.5
G4路,上行,城东加油站,下石演（南）,0.8
G4路,上行,城东加油站,中医院（北）,1.8
G4路,上行,城东加油站,上三溪村（南）,1.0
G4路,上行,城东加油站,人才公寓（南）,1.1
G4路,上行,城东加油站,南瑞学校,1.2
G4路,上行,城东加油站,翡翠山,2.2
G4路,上行,城东加油站,万丰后溪,1.8
G4路,上行,城东加油站,新柴股份（东）,1.0
G4路,上行,城东加油站,达利丝绸,2.7
G4路,上行,城东加油站,桥里,2.7
G4路,上行,城东加油站,南街碳水王国,4.5
G4路,上行,城东加油站,南明花园,1.1
G4路,上行,城东医院,五洲新春,0.6
G4路,上行,城东医院,湖莲潭,1.4
G4路,上行,城东医院,嵊州新昌站,1.6
G4路,上行,城东医院,东联菜场,5.9
G4路,上行,城东医院,鼓山公园,4.0
G4路,上行,城东医院,实验中学,4.8
G4路,上行,城东医院,大佛寺东,0.8
G4路,上行,城东医院,城东综合市场,2.4
G4路,上行,城东医院,南明小学,6.3
G4路,上行,城东医院,钟楼菜场（南）,6.5
G4路,上行,城东医院,人民医院（北）,6.9
G4路,上行,城东医院,工商银行,2.1
G4路,上行,城东医院,西环岛,3.7
G4路,上行,城东医院,七星综合市场,1.3
G4路,上行,城东医院,七星一村（北）,0.9
G4路,上行,城东医院,下石演（南）,1.5
G4路,上行,城东医院,中医院（北）,3.3
G4路,上行,城东医院,上三溪村（南）,1.8
G4路,上行,城东医院,人才公寓（南）,2.1
G4路,上行,城东医院,南瑞学校,2.2
G4路,上行,城东医院,翡翠山,3.9
G4路,上行,城东医院,万丰后溪,3.3
G4路,上行,城东医院,新柴股份（东）,1.8
G4路,上行,城东医院,达利丝绸,4.8
G4路,上行,城东医院,桥里,4.8
G4路,上行,城东医院,南街碳水王国,8.2
G4路,上行,城东医院,南明花园,2.1
G4路,上行,湖莲潭,东联菜场,0.8
G4路,上行,湖莲潭,鼓山公园,0.5
G4路,上行,湖莲潭,实验中学,0.7
G4路,上行,湖莲潭,南明小学,0.9
G4路,上行,湖莲潭,钟楼菜场（南）,0.9
G4路,上行,湖莲潭,人民医院（北）,0.9
G4路,上行,湖莲潭,翡翠山,0.5
G4路,上行,湖莲潭,达利丝绸,0.7
G4路,上行,湖莲潭,桥里,0.7
G4路,上行,湖莲潭,南街碳水王国,1.1
G4路,上行,嵊州新昌站,东联菜场,0.9
G4路,上行,嵊州新昌站,鼓山公园,0.6
G4路,上行,嵊州新昌站,实验中学,0.8
G4路,上行,嵊州新昌站,南明小学,1.0
G4路,上行,嵊州新昌站,钟楼菜场（南）,1.0
G4路,上行,嵊州新昌站,人民医院（北）,1.1
G4路,上行,嵊州新昌站,西环岛,0.6
G4路,上行,嵊州新昌站,中医院（北）,0.5
G4路,上行,嵊州新昌站,翡翠山,0.6
G4路,上行,嵊州新昌站,万丰后溪,0.5
G4路,上行,嵊州新昌站,达利丝绸,0.8
G4路,上行,嵊州新昌站,桥里,0.8
G4路,上行,嵊州新昌站,南街碳水王国,1.3
G4路,上行,东联菜场,鼓山公园,2.6
G4路,上行,东联菜场,实验中学,3.1
G4路,上行,东联菜场,大佛寺东,0.5
G4路,上行,东联菜场,城东综合市场,1.5
G4路,上行,东联菜场,南明小学,4.0
G4路,上行,东联菜场,钟楼菜场（南）,4.1
G4路,上行,东联菜场,人民医院（北）,4.4
G4路,上行,东联菜场,工商银行,1.3
G4路,上行,东联菜场,西环岛,2.3
G4路,上行,东联菜场,七星综合市场,0.8
G4路,上行,东联菜场,七星一村（北）,0.6
G4路,上行,东联菜场,下石演（南）,1.0
G4路,上行,东联菜场,中医院（北）,2.1
G4路,上行,东联菜场,上三溪村（南）,1.2
G4路,上行,东联菜场,人才公寓（南）,1.3
G4路,上行,东联菜场,南瑞学校,1.4
G4路,上行,东联菜场,翡翠山,2.5
G4路,上行,东联菜场,万丰后溪,2.1
G4路,上行,东联菜场,新柴股份（东）,1.2
G4路,上行,东联菜场,达利丝绸,3.1
G4路,上行,东联菜场,桥里,3.1
G4路,上行,东联菜场,南街碳水王国,5.2
G4路,上行,东联菜场,南明花园,1.3
G4路,上行,鼓山公园,实验中学,2.2
G4路,上行,鼓山公园,城东综合市场,1.1
G4路,上行,鼓山公园,南明小学,2.9
G4路,上行,鼓山公园,钟楼菜场（南）,3.0
G4路,上行,鼓山公园,人民医院（北）,3.2
G4路,上行,鼓山公园,工商银行,1.0
G4路,上行,鼓山公园,西环岛,1.7
G4路,上行,鼓山公园,七星综合市场,0.6
G4路,上行,鼓山公园,下石演（南）,0.7
G4路,上行,鼓山公园,中医院（北）,1.5
G4路,上行,鼓山公园,上三溪村（南）,0.8
G4路,上行,鼓山公园,人才公寓（南）,1.0
G4路,上行,鼓山公园,南瑞学校,1.0
G4路,上行,鼓山公园,翡翠山,1.8
G4路,上行,鼓山公园,万丰后溪,1.5
G4路,上行,鼓山公园,新柴股份（东）,0.8
G4路,上行,鼓山公园,达利丝绸,2.2
G4路,上行,鼓山公园,桥里,2.2
G4路,上行,鼓山公园,南街碳水王国,3.8
G4路,上行,鼓山公园,南明花园,1.0
G4路,上行,实验中学,城东综合市场,1.4
G4路,上行,实验中学,南明小学,3.7
G4路,上行,实验中学,钟楼菜场（南）,3.8
G4路,上行,实验中学,人民医院（北）,4.1
G4路,上行,实验中学,工商银行,1.2
G4路,上行,实验中学,西环岛,2.2
G4路,上行,实验中学,七星综合市场,0.7
G4路,上行,实验中学,七星一村（北）,0.5
G4路,上行,实验中学,下石演（南）,0.9
G4路,上行,实验中学,中医院（北）,2.0
G4路,上行,实验中学,上三溪村（南）,1.1
G4路,上行,实验中学,人才公寓（南）,1.2
G4路,上行,实验中学,南瑞学校,1.3
G4路,上行,实验中学,翡翠山,2.3
G4路,上行,实验中学,万丰后溪,2.0
G4路,上行,实验中学,新柴股份（东）,1.1
G4路,上行,实验中学,达利丝绸,2.8
G4路,上行,实验中学,桥里,2.8
G4路,上行,实验中学,南街碳水王国,4.8
G4路,上行,实验中学,南明花园,1.2
G4路,上行,大佛寺东,南明小学,0.6
G4路,上行,大佛寺东,钟楼菜场（南）,0.6
G4路,上行,大佛寺东,人民医院（北）,0.7
G4路,上行,大佛寺东,南街碳水王国,0.8
G4路,上行,城东综合市场,南明小学,2.0
G4路,上行,城东综合市场,钟楼菜场（南）,2.0
G4路,上行,城东综合市场,人民医院（北）,2.1
G4路,上行,城东综合市场,工商银行,0.6
G4路,上行,城东综合市场,西环岛,1.1
G4路,上行,城东综合市场,中医院（北）,1.0
G4路,上行,城东综合市场,上三溪村（南）,0.6
G4路,上行,城东综合市场,人才公寓（南）,0.6
G4路,上行,城东综合市场,南瑞学校,0.7
G4路,上行,城东综合市场,翡翠山,1.2
G4路,上行,城东综合市场,万丰后溪,1.0
G4路,上行,城东综合市场,新柴股份（东）,0.6
G4路,上行,城东综合市场,达利丝绸,1.5
G4路,上行,城东综合市场,桥里,1.5
G4路,上行,城东综合市场,南街碳水王国,2.5
G4路,上行,城东综合市场,南明花园,0.6
G4路,上行,南明小学,钟楼菜场（南）,5.7
G4路,上行,南明小学,人民医院（北）,6.1
G4路,上行,南明小学,工商银行,1.8
G4路,上行,南明小学,西环岛,3.3
G4路,上行,南明小学,七星综合市场,1.1
G4路,上行,南明小学,七星一村（北）,0.8
G4路,上行,南明小学,下石演（南）,1.3
G4路,上行,南明小学,中医院（北）,3.0
G4路,上行,南明小学,上三溪村（南）,1.6
G4路,上行,南明小学,人才公寓（南）,1.8
G4路,上行,南明小学,南瑞学校,1.9
G4路,上行,南明小学,翡翠山,3.5
G4路,上行,南明小学,万丰后溪,3.0
G4路,上行,南明小学,新柴股份（东）,1.6
G4路,上行,南明小学,达利丝绸,4.3
G4路,上行,南明小学,桥里,4.3
G4路,上行,南明小学,南街碳水王国,7.3
G4路,上行,南明小学,南明花园,1.8
G4路,上行,钟楼菜场（南）,人民医院（北）,7.0
G4路,上行,钟楼菜场（南）,工商银行,2.1
G4路,上行,钟楼菜场（南）,西环岛,3.7
G4路,上行,钟楼菜场（南）,七星综合市场,1.3
G4路,上行,钟楼菜场（南）,七星一村（北）,0.9
G4路,上行,钟楼菜场（南）,下石演（南）,1.5
G4路,上行,钟楼菜场（南）,中医院（北）,3.4
G4路,上行,钟楼菜场（南）,上三溪村（南）,1.9
G4路,上行,钟楼菜场（南）,人才公寓（南）,2.1
G4路,上行,钟楼菜场（南）,南瑞学校,2.2
G4路,上行,钟楼菜场（南）,翡翠山,4.0
G4路,上行,钟楼菜场（南）,万丰后溪,3.4
G4路,上行,钟楼菜场（南）,新柴股份（东）,1.9
G4路,上行,钟楼菜场（南）,达利丝绸,4.9
G4路,上行,钟楼菜场（南）,桥里,4.9
G4路,上行,钟楼菜场（南）,南街碳水王国,8.3
G4路,上行,钟楼菜场（南）,南明花园,2.1
G4路,上行,人民医院（北）,工商银行,2.6
G4路,上行,人民医院（北）,西环岛,4.6
G4路,上行,人民医院（北）,七星综合市场,1.6
G4路,上行,人民医院（北）,七星一村（北）,1.1
G4路,上行,人民医院（北）,下石演（南）,1.9
